SUBURB,POSTCODE,ComCat,Region
MACARTHUR,2904,MACARTHUR2904,CBR
MACDONALD PARK,5121,MACDONALD PARK5121,ADL
MACDONALDTOWN,4350,MACDONALDTOWN4350,TOO
MACGREGOR,2615,MACGREGOR2615,CBR
MACGREGOR,4109,MACGREGOR4109,BRI
MACHANS BEACH,4878,MACHANS BEACH4878,CNS
MACKAY,4740,MACKAY4740,MKY
MACKAY BC,4740,MACKAY BC4740,MKY
MACKAY CANELAND,4740,MACKAY CANELAND4740,MKY
MACKAY DC,4740,MACKAY DC4740,MKY
MACKAY EAST,4740,MACKAY EAST4740,MKY
MACKAY HARBOUR,4740,MACKAY HARBOUR4740,MKY
MACKAY MC,4741,MACKAY MC4741,MKY
MACKAY NORTH,4740,MACKAY NORTH4740,MKY
MACKAY SOUTH,4740,MACKAY SOUTH4740,MKY
MACKAY WEST,4740,MACKAY WEST4740,MKY
MACKENZIE,4156,MACKENZIE4156,BRI
MACKSVILLE,2447,MACKSVILLE2447,CFS
MACLEAN,2463,MACLEAN2463,NTH
MACLEAN,4280,MACLEAN4280,BRI
MACLEOD,3085,MACLEOD3085,MEL
MACLEOD WEST,3085,MACLEOD WEST3085,MEL
MACMASTERS BEACH,2251,MACMASTERS BEACH2251,CCT
MACQUARIE,2614,MACQUARIE2614,CBR
MACQUARIE HILLS,2285,MACQUARIE HILLS2285,NEW
MACROSSAN,4816,MACROSSAN4816,TVL
MADDINGLEY,3340,MADDINGLEY3340,MEL
MADDINGTON,6109,MADDINGTON6109,PER
MADDINGTON,6989,MADDINGTON6989,PER
MADELEY,6065,MADELEY6065,PER
MADORA BAY,6210,MADORA BAY6210,PER
MAGENTA,2261,MAGENTA2261,CCT
MAGILL,5072,MAGILL5072,ADL
MAGILL NORTH,5072,MAGILL NORTH5072,ADL
MAGILL SOUTH,5072,MAGILL SOUTH5072,ADL
MAHOGANY CREEK,6072,MAHOGANY CREEK6072,PER
MAIDA VALE,6057,MAIDA VALE6057,PER
MAIDEN GULLY,3551,MAIDEN GULLY3551,BEN
MAIDSTONE,3012,MAIDSTONE3012,MEL
MAIN BEACH,4217,MAIN BEACH4217,GLD
MAIN RIDGE,3928,MAIN RIDGE3928,MEL
MAISON DIEU,2330,MAISON DIEU2330,NEW
MAITLAND,2320,MAITLAND2320,NEW
MAITLAND NORTH,2320,MAITLAND NORTH2320,NEW
MAJURA,2609,MAJURA2609,CBR
MALAGA,6090,MALAGA6090,PER
MALAGA,6944,MALAGA6944,PER
MALAGA DC,6945,MALAGA DC6945,PER
MALANDA,4885,MALANDA4885,CNS
MALDON,2571,MALDON2571,WOL
MALDON,3463,MALDON3463,BEN
MALENY,4552,MALENY4552,SUN
MALLABULA,2319,MALLABULA2319,NEW
MALMSBURY,3446,MALMSBURY3446,BEN
MALVERN,3144,MALVERN3144,MEL
MALVERN,5061,MALVERN5061,ADL
MALVERN EAST,3145,MALVERN EAST3145,MEL
MALVERN NORTH,3144,MALVERN NORTH3144,MEL
MANDALAY,4802,MANDALAY4802,MKY
MANDOGALUP,6167,MANDOGALUP6167,PER
MANDURAH,6210,MANDURAH6210,PER
MANDURAH DC,6210,MANDURAH DC6210,PER
MANDURANG,3551,MANDURANG3551,BEN
MANGERTON,2500,MANGERTON2500,WOL
MANGO HILL,4509,MANGO HILL4509,BRI
MANIFOLD HEIGHTS,3218,MANIFOLD HEIGHTS3218,GEE
MANLY,4179,MANLY4179,BRI
MANLY WEST,4179,MANLY WEST4179,BRI
MANNERIM,3222,MANNERIM3222,GEE
MANNERING PARK,2259,MANNERING PARK2259,CCT
MANNING,6152,MANNING6152,PER
MANNINGHAM,5086,MANNINGHAM5086,ADL
MANOORA,4870,MANOORA4870,CNS
MANOR LAKES,3024,MANOR LAKES3024,MEL
MANSFIELD,4122,MANSFIELD4122,BRI
MANSFIELD BC,4122,MANSFIELD BC4122,BRI
MANSFIELD DC,4122,MANSFIELD DC4122,BRI
MANSFIELD PARK,5012,MANSFIELD PARK5012,ADL
MANUKA,2603,MANUKA2603,CBR
MANUNDA,4870,MANUNDA4870,CNS
MAPLETON,4560,MAPLETON4560,SUN
MARANANGA,5355,MARANANGA5355,ADL
MARANGAROO,6064,MARANGAROO6064,PER
MARBURG,4346,MARBURG4346,TOO
MARCOOLA,4564,MARCOOLA4564,SUN
MARCUS BEACH,4573,MARCUS BEACH4573,SUN
MARCUS HILL,3222,MARCUS HILL3222,GEE
MARDEN,5070,MARDEN5070,ADL
MARDI,2259,MARDI2259,CCT
MAREEBA,4880,MAREEBA4880,CNS
MARGATE,4019,MARGATE4019,BRI
MARGATE,7054,MARGATE7054,TAS
MARGATE BEACH,4019,MARGATE BEACH4019,BRI
MARIAN,4753,MARIAN4753,MKY
MARIBYRNONG,3032,MARIBYRNONG3032,MEL
MARINO,5049,MARINO5049,ADL
MARION,5043,MARION5043,ADL
MARKS POINT,2280,MARKS POINT2280,NEW
MARLESTON,5033,MARLESTON5033,ADL
MARLESTON DC,5033,MARLESTON DC5033,ADL
MARMION,6020,MARMION6020,PER
MARMONG POINT,2284,MARMONG POINT2284,NEW
MARONG,3515,MARONG3515,BEN
MAROOCHY RIVER,4561,MAROOCHY RIVER4561,SUN
MAROOCHYDORE,4558,MAROOCHYDORE4558,SUN
MAROOCHYDORE BC,4558,MAROOCHYDORE BC4558,SUN
MAROOCHYDORE DC,4558,MAROOCHYDORE DC4558,SUN
MAROOCHYDORE SOUTH,4558,MAROOCHYDORE SOUTH4558,SUN
MAROONDAN,4671,MAROONDAN4671,BDB
MARRYATVILLE,5068,MARRYATVILLE5068,ADL
MARSDEN,4132,MARSDEN4132,BRI
MARSDEN POSTAL DEPOT,4132,MARSDEN POSTAL DEPOT4132,BRI
MARSHALL,3216,MARSHALL3216,GEE
MARSHALL MOUNT,2530,MARSHALL MOUNT2530,WOL
MARTIN,6110,MARTIN6110,PER
MARYBOROUGH,4650,MARYBOROUGH4650,MYB
MARYBOROUGH DC,4650,MARYBOROUGH DC4650,MYB
MARYBOROUGH WEST,4650,MARYBOROUGH WEST4650,MYB
MARYLAND,2287,MARYLAND2287,NEW
MARYVILLE,2293,MARYVILLE2293,NEW
MASLIN BEACH,5170,MASLIN BEACH5170,ADL
MATCHAM,2250,MATCHAM2250,CCT
MATER HILL,4101,MATER HILL4101,BRI
MATER HOSPITAL,4101,MATER HOSPITAL4101,BRI
MAUDSLAND,4210,MAUDSLAND4210,GLD
MAWSON,2607,MAWSON2607,CBR
MAWSON LAKES,5095,MAWSON LAKES5095,ADL
MAYFIELD,2304,MAYFIELD2304,NEW
MAYFIELD,7248,MAYFIELD7248,LAU
MAYFIELD EAST,2304,MAYFIELD EAST2304,NEW
MAYFIELD NORTH,2304,MAYFIELD NORTH2304,NEW
MAYFIELD WEST,2304,MAYFIELD WEST2304,NEW
MAYLANDS,5069,MAYLANDS5069,ADL
MAYLANDS,6051,MAYLANDS6051,PER
MAYLANDS,6931,MAYLANDS6931,PER
MAYNE,4006,MAYNE4006,BRI
MCCRAE,3938,MCCRAE3938,MEL
MCDESME,4807,MCDESME4807,TVL
MCDOUGALLS HILL,2330,MCDOUGALLS HILL2330,NEW
MCDOWALL,4053,MCDOWALL4053,BRI
MCILWRAITH,4671,MCILWRAITH4671,BDB
MCKELLAR,2617,MCKELLAR2617,CBR
MCKENZIE HILL,3451,MCKENZIE HILL3451,BEN
MCKINNON,3204,MCKINNON3204,MEL
MCLAREN FLAT,5171,MCLAREN FLAT5171,ADL
MCLAREN VALE,5171,MCLAREN VALE5171,ADL
MEADOW HEIGHTS,3048,MEADOW HEIGHTS3048,MEL
MEADOW HEIGHTS,3057,MEADOW HEIGHTS3057,MEL
MEADOW SPRINGS,6210,MEADOW SPRINGS6210,PER
MEADOWBROOK,4131,MEADOWBROOK4131,BRI
MEDINA,6167,MEDINA6167,PER
MEDINDIE,5081,MEDINDIE5081,ADL
MEDINDIE GARDENS,5081,MEDINDIE GARDENS5081,ADL
MEDOWIE,2318,MEDOWIE2318,NEW
MEEANDAH,4008,MEEANDAH4008,BRI
MEIKLEVILLE HILL,4703,MEIKLEVILLE HILL4703,CAP
MELBA,2615,MELBA2615,CBR
MELBOURNE,3000,MELBOURNE3000,MEL
MELBOURNE,3001,MELBOURNE3001,MEL
MELBOURNE,3004,MELBOURNE3004,MEL
MELBOURNE AIRPORT,3045,MELBOURNE AIRPORT3045,MEL
MELBOURNE UNIVERSITY,3052,MELBOURNE UNIVERSITY3052,MEL
MELROSE PARK,5039,MELROSE PARK5039,ADL
MELROSE PARK DC,5039,MELROSE PARK DC5039,ADL
MELTON,3337,MELTON3337,MEL
MELTON SOUTH,3338,MELTON SOUTH3338,MEL
MELTON WEST,3337,MELTON WEST3337,MEL
MELVILLE,6156,MELVILLE6156,PER
MELVILLE,6956,MELVILLE6956,PER
MENORA,6050,MENORA6050,PER
MENTONE,3194,MENTONE3194,MEL
MENTONE EAST,3194,MENTONE EAST3194,MEL
MEREWETHER,2291,MEREWETHER2291,NEW
MEREWETHER HEIGHTS,2291,MEREWETHER HEIGHTS2291,NEW
MERIDAN PLAINS,4551,MERIDAN PLAINS4551,SUN
MERINGA,4865,MERINGA4865,CNS
MERINGANDAN,4352,MERINGANDAN4352,TOO
MERINGANDAN WEST,4352,MERINGANDAN WEST4352,TOO
MERLYNSTON,3058,MERLYNSTON3058,MEL
MERMAID BEACH,4218,MERMAID BEACH4218,GLD
MERMAID KEYS,4218,MERMAID KEYS4218,GLD
MERMAID WATERS,4218,MERMAID WATERS4218,GLD
MERNDA,3754,MERNDA3754,MEL
MEROO MEADOW,2540,MEROO MEADOW2540,WOL
MERRICKS,3916,MERRICKS3916,MEL
MERRICKS BEACH,3926,MERRICKS BEACH3926,MEL
MERRICKS NORTH,3926,MERRICKS NORTH3926,MEL
MERRIMAC,4226,MERRIMAC4226,GLD
MERRIWA,6030,MERRIWA6030,PER
METFORD,2323,METFORD2323,NEW
MIALLO,4873,MIALLO4873,CNS
MIAMI,4220,MIAMI4220,GLD
MIAMI KEYS,4218,MIAMI KEYS4218,GLD
MIANDETTA,7310,MIANDETTA7310,DPO
MICKLEHAM,3064,MICKLEHAM3064,MEL
MIDDLE CAMBERWELL,3124,MIDDLE CAMBERWELL3124,MEL
MIDDLE PARK,3206,MIDDLE PARK3206,MEL
MIDDLE PARK,4074,MIDDLE PARK4074,BRI
MIDDLE RIDGE,4350,MIDDLE RIDGE4350,TOO
MIDDLE SWAN,6056,MIDDLE SWAN6056,PER
MIDLAND,6056,MIDLAND6056,PER
MIDLAND DC,6936,MIDLAND DC6936,PER
MIDVALE,6056,MIDVALE6056,PER
MIDWAY POINT,7171,MIDWAY POINT7171,TAS
MIGHELL,4860,MIGHELL4860,CNS
MILAWA,3678,MILAWA3678,ALB
MILBRODALE,2330,MILBRODALE2330,NEW
MILE END,5031,MILE END5031,ADL
MILE END SOUTH,5031,MILE END SOUTH5031,ADL
MILL PARK,3082,MILL PARK3082,MEL
MILLBANK,4670,MILLBANK4670,BDB
MILLCHESTER,4820,MILLCHESTER4820,TVL
MILLSWOOD,5034,MILLSWOOD5034,ADL
MILTON,4064,MILTON4064,BRI
MILTON BC,4064,MILTON BC4064,BRI
MINDARIE,6030,MINDARIE6030,PER
MINDEN,4311,MINDEN4311,TOO
MINERS REST,3352,MINERS REST3352,GEE
MINMI,2287,MINMI2287,NEW
MINNAMURRA,2533,MINNAMURRA2533,WOL
MINYAMA,4575,MINYAMA4575,SUN
MIRRABOOKA,2264,MIRRABOOKA2264,NEW
MIRRABOOKA,6061,MIRRABOOKA6061,PER
MIRRABOOKA,6941,MIRRABOOKA6941,PER
MIRRIWINNI,4871,MIRRIWINNI4871,CNS
MITCHAM,3132,MITCHAM3132,MEL
MITCHAM,5062,MITCHAM5062,ADL
MITCHAM NORTH,3132,MITCHAM NORTH3132,MEL
MITCHAM SHOPPING CENTRE,5062,MITCHAM SHOPPING CENTRE5062,ADL
MITCHELL,2795,MITCHELL2795,OAG
MITCHELL,2911,MITCHELL2911,CBR
MITCHELL PARK,3352,MITCHELL PARK3352,GEE
MITCHELL PARK,3355,MITCHELL PARK3355,GEE
MITCHELL PARK,5043,MITCHELL PARK5043,ADL
MITCHELTON,4053,MITCHELTON4053,BRI
MITTAGONG,2575,MITTAGONG2575,WOL
MOANA,5169,MOANA5169,ADL
MOANA PARK,4218,MOANA PARK4218,GLD
MODBURY,5092,MODBURY5092,ADL
MODBURY HEIGHTS,5092,MODBURY HEIGHTS5092,ADL
MODBURY NORTH,5092,MODBURY NORTH5092,ADL
MODBURY NORTH DC,5092,MODBURY NORTH DC5092,ADL
MOFFAT BEACH,4551,MOFFAT BEACH4551,SUN
MOGGILL,4070,MOGGILL4070,BRI
MOLENDINAR,4214,MOLENDINAR4214,GLD
MOLONGLO VALLEY,2611,MOLONGLO VALLEY2611,CBR
MON REPOS,4670,MON REPOS4670,BDB
MONASH,2904,MONASH2904,CBR
MONASH UNIVERSITY,3800,MONASH UNIVERSITY3800,MEL
MONCRIEFF,2914,MONCRIEFF2914,CBR
MONDROOK,2430,MONDROOK2430,PQQ
MONKLAND,4570,MONKLAND4570,SUN
MONS,4556,MONS4556,SUN
MONT ALBERT,3127,MONT ALBERT3127,MEL
MONT ALBERT NORTH,3129,MONT ALBERT NORTH3129,MEL
MONTAGU BAY,7018,MONTAGU BAY7018,TAS
MONTELLO,7320,MONTELLO7320,DPO
MONTEREY KEYS,4212,MONTEREY KEYS4212,GLD
MONTMORENCY,3094,MONTMORENCY3094,MEL
MONTROSE,7010,MONTROSE7010,TAS
MONTVILLE,4560,MONTVILLE4560,SUN
MOOLAP,3221,MOOLAP3221,GEE
MOOLAP,3224,MOOLAP3224,GEE
MOOLOOLABA,4557,MOOLOOLABA4557,SUN
MOOLOOLAH,4553,MOOLOOLAH4553,SUN
MOOLOOLAH VALLEY,4553,MOOLOOLAH VALLEY4553,SUN
MOONAH,7009,MOONAH7009,TAS
MOONEE BEACH,2450,MOONEE BEACH2450,CFS
MOONEE PONDS,3039,MOONEE PONDS3039,MEL
MOONEE VALE,3055,MOONEE VALE3055,MEL
MOORABBIN,3189,MOORABBIN3189,MEL
MOORABBIN AIRPORT,3194,MOORABBIN AIRPORT3194,MEL
MOORABBIN EAST,3189,MOORABBIN EAST3189,MEL
MOORE PARK,4670,MOORE PARK4670,BDB
MOORE PARK BEACH,4670,MOORE PARK BEACH4670,BDB
MOORES POCKET,4305,MOORES POCKET4305,BRI
MOORONG,2650,MOORONG2650,YNG
MOOROOBOOL,4870,MOOROOBOOL4870,CNS
MOOROODUC,3933,MOOROODUC3933,MEL
MOOROOKA,4105,MOOROOKA4105,BRI
MOOROOLBARK,3138,MOOROOLBARK3138,MEL
MOORVALE,4105,MOORVALE4105,BRI
MORAYFIELD,4506,MORAYFIELD4506,BRI
MORDIALLOC,3195,MORDIALLOC3195,MEL
MORDIALLOC NORTH,3195,MORDIALLOC NORTH3195,MEL
MORELAND,3058,MORELAND3058,MEL
MORELAND WEST,3055,MORELAND WEST3055,MEL
MORESBY,4871,MORESBY4871,CNS
MORGAN PARK,4370,MORGAN PARK4370,TOO
MORISSET,2264,MORISSET2264,NEW
MORISSET PARK,2264,MORISSET PARK2264,NEW
MORLEY,6062,MORLEY6062,PER
MORLEY,6943,MORLEY6943,PER
MORNINGSIDE,4170,MORNINGSIDE4170,BRI
MORNINGTON,3931,MORNINGTON3931,MEL
MORNINGTON,7018,MORNINGTON7018,TAS
MORPETH,2321,MORPETH2321,NEW
MORPHETT VALE,5162,MORPHETT VALE5162,ADL
MORPHETTVILLE,5043,MORPHETTVILLE5043,ADL
MOSMAN PARK,4820,MOSMAN PARK4820,TVL
MOSMAN PARK,6012,MOSMAN PARK6012,PER
MOSMAN PARK,6912,MOSMAN PARK6912,PER
MOSS VALE,2577,MOSS VALE2577,WOL
MOSSMAN,4873,MOSSMAN4873,CNS
MOTTO FARM,2324,MOTTO FARM2324,NEW
MOUNT AUSTIN,2650,MOUNT AUSTIN2650,YNG
MOUNT CLAREMONT,6010,MOUNT CLAREMONT6010,PER
MOUNT CLEAR,3350,MOUNT CLEAR3350,GEE
MOUNT COOLUM,4573,MOUNT COOLUM4573,SUN
MOUNT COOT-THA,4066,MOUNT COOT-THA4066,BRI
MOUNT COTTON,4165,MOUNT COTTON4165,BRI
MOUNT DEE,2320,MOUNT DEE2320,NEW
MOUNT DUNEED,3217,MOUNT DUNEED3217,GEE
MOUNT ELIZA,3930,MOUNT ELIZA3930,MEL
MOUNT ELLIOT,2250,MOUNT ELLIOT2250,CCT
MOUNT GRAVATT,4122,MOUNT GRAVATT4122,BRI
MOUNT GRAVATT EAST,4122,MOUNT GRAVATT EAST4122,BRI
MOUNT HAWTHORN,6016,MOUNT HAWTHORN6016,PER
MOUNT HAWTHORN,6915,MOUNT HAWTHORN6915,PER
MOUNT HELEN,3350,MOUNT HELEN3350,GEE
MOUNT HUTTON,2290,MOUNT HUTTON2290,NEW
MOUNT KEIRA,2500,MOUNT KEIRA2500,WOL
MOUNT KEMBLA,2526,MOUNT KEMBLA2526,WOL
MOUNT KYNOCH,4350,MOUNT KYNOCH4350,TOO
MOUNT LAWLEY,6050,MOUNT LAWLEY6050,PER
MOUNT LAWLEY,6929,MOUNT LAWLEY6929,PER
MOUNT LOFTY,4350,MOUNT LOFTY4350,TOO
MOUNT LOUISA,4814,MOUNT LOUISA4814,TVL
MOUNT LOW,4818,MOUNT LOW4818,TVL
MOUNT MARSHALL,4362,MOUNT MARSHALL4362,TOO
MOUNT MARTHA,3934,MOUNT MARTHA3934,MEL
MOUNT NASURA,6112,MOUNT NASURA6112,PER
MOUNT NATHAN,4211,MOUNT NATHAN4211,GLD
MOUNT NELSON,7007,MOUNT NELSON7007,TAS
MOUNT OMMANEY,4074,MOUNT OMMANEY4074,BRI
MOUNT OUSLEY,2519,MOUNT OUSLEY2519,WOL
MOUNT PANORAMA,2795,MOUNT PANORAMA2795,OAG
MOUNT PETER,4869,MOUNT PETER4869,CNS
MOUNT PLEASANT,2519,MOUNT PLEASANT2519,WOL
MOUNT PLEASANT,3350,MOUNT PLEASANT3350,GEE
MOUNT PLEASANT,4740,MOUNT PLEASANT4740,MKY
MOUNT PLEASANT,6153,MOUNT PLEASANT6153,PER
MOUNT RASCAL,4350,MOUNT RASCAL4350,TOO
MOUNT RICHON,6112,MOUNT RICHON6112,PER
MOUNT RIVERVIEW,2774,MOUNT RIVERVIEW2774,SYD
MOUNT RUMNEY,7170,MOUNT RUMNEY7170,TAS
MOUNT SAINT THOMAS,2500,MOUNT SAINT THOMAS2500,WOL
MOUNT SHERIDAN,4868,MOUNT SHERIDAN4868,CNS
MOUNT ST JOHN,4818,MOUNT ST JOHN4818,TVL
MOUNT STUART,4811,MOUNT STUART4811,TVL
MOUNT STUART,7000,MOUNT STUART7000,TAS
MOUNT SURROUND,4809,MOUNT SURROUND4809,TVL
MOUNT TAMBORINE,4272,MOUNT TAMBORINE4272,GLD
MOUNT THOMPSON,4121,MOUNT THOMPSON4121,BRI
MOUNT THORLEY,2330,MOUNT THORLEY2330,NEW
MOUNT VIEW,2325,MOUNT VIEW2325,NEW
MOUNT WARREN PARK,4207,MOUNT WARREN PARK4207,BRI
MOUNT WARRIGAL,2528,MOUNT WARRIGAL2528,WOL
MOUNT WAVERLEY,3149,MOUNT WAVERLEY3149,MEL
MOUNTAIN CREEK,4557,MOUNTAIN CREEK4557,SUN
MOUNTAIN GATE,3156,MOUNTAIN GATE3156,MEL
MOURILYAN,4858,MOURILYAN4858,CNS
MOWBRAY,4877,MOWBRAY4877,CNS
MOWBRAY,7248,MOWBRAY7248,LAU
MOWBRAY HEIGHTS,7248,MOWBRAY HEIGHTS7248,LAU
MUDGEERABA,4213,MUDGEERABA4213,GLD
MUDJIMBA,4564,MUDJIMBA4564,SUN
MULAMBIN,4703,MULAMBIN4703,CAP
MULGOA,2745,MULGOA2745,SYD
MULGRAVE,3170,MULGRAVE3170,MEL
MULLALOO,6027,MULLALOO6027,PER
MULLAWAY,2456,MULLAWAY2456,CFS
MULLUMBIMBY,2482,MULLUMBIMBY2482,NTH
MULWALA,2647,MULWALA2647,ALB
MUNDARING,6073,MUNDARING6073,PER
MUNDINGBURRA,4812,MUNDINGBURRA4812,TVL
MUNDOO,4860,MUNDOO4860,CNS
MUNNA POINT,4566,MUNNA POINT4566,SUN
MUNNO PARA,5115,MUNNO PARA5115,ADL
MUNNO PARA DOWNS,5115,MUNNO PARA DOWNS5115,ADL
MUNNO PARA WEST,5115,MUNNO PARA WEST5115,ADL
MUNRUBEN,4125,MUNRUBEN4125,BRI
MUNSTER,6166,MUNSTER6166,PER
MURARRIE,4172,MURARRIE4172,BRI
MURDOCH,6150,MURDOCH6150,PER
MURRAY,4814,MURRAY4814,TVL
MURRAY REGION MC,2708,MURRAY REGION MC2708,ALB
MURRAYS BEACH,2281,MURRAYS BEACH2281,NEW
MURRUMBA DOWNS,4503,MURRUMBA DOWNS4503,BRI
MURRUMBEENA,3163,MURRUMBEENA3163,MEL
MURWILLUMBAH,2484,MURWILLUMBAH2484,GLD
MURWILLUMBAH SOUTH,2484,MURWILLUMBAH SOUTH2484,GLD
MUSWELLBROOK,2333,MUSWELLBROOK2333,NEW
MUTARNEE,4816,MUTARNEE4816,TVL
MYAREE,6154,MYAREE6154,PER
MYAREE BC,6960,MYAREE BC6960,PER
MYERS FLAT,3556,MYERS FLAT3556,BEN
MYLESTOM,2454,MYLESTOM2454,CFS
MYRTLE BANK,5064,MYRTLE BANK5064,ADL
MYRTLEFORD,3737,MYRTLEFORD3737,ALB
MYRTLETOWN,4008,MYRTLETOWN4008,BRI
MYSTERTON,4812,MYSTERTON4812,TVL
MYUNA BAY,2264,MYUNA BAY2264,NEW
NABIAC,2312,NABIAC2312,PQQ
NAILSWORTH,5083,NAILSWORTH5083,ADL
NAMBOUR,4560,NAMBOUR4560,SUN
NAMBOUR BC,4560,NAMBOUR BC4560,SUN
NAMBOUR DC,4560,NAMBOUR DC4560,SUN
NAMBOUR WEST,4560,NAMBOUR WEST4560,SUN
NAMBUCCA HEADS,2448,NAMBUCCA HEADS2448,CFS
NARANGBA,4504,NARANGBA4504,BRI
NARARA,2250,NARARA2250,CCT
NARRABUNDAH,2604,NARRABUNDAH2604,CBR
NARRAMBLA,2800,NARRAMBLA2800,OAG
NARRE WARREN,3805,NARRE WARREN3805,MEL
NARRE WARREN NORTH,3804,NARRE WARREN NORTH3804,MEL
NARRE WARREN SOUTH,3805,NARRE WARREN SOUTH3805,MEL
NASHDALE,2800,NASHDALE2800,OAG
NASHVILLE,4017,NASHVILLE4017,BRI
NATHAN,4111,NATHAN4111,BRI
NAVAL BASE,6165,NAVAL BASE6165,PER
NEATH,2326,NEATH2326,NEW
NEDLANDS,6009,NEDLANDS6009,PER
NEDLANDS,6907,NEDLANDS6907,PER
NEDLANDS,6909,NEDLANDS6909,PER
NEDLANDS DC,6009,NEDLANDS DC6009,PER
NEERABUP,6031,NEERABUP6031,PER
NELSON BAY,2315,NELSON BAY2315,NEW
NERANG,4211,NERANG4211,GLD
NERANG BC,4211,NERANG BC4211,GLD
NERANG DC,4211,NERANG DC4211,GLD
NERIMBERA,4701,NERIMBERA4701,CAP
NERRINA,3350,NERRINA3350,GEE
NETHERBY,5062,NETHERBY5062,ADL
NETLEY,5037,NETLEY5037,ADL
NEW BERRIMA,2577,NEW BERRIMA2577,WOL
NEW BRIGHTON,2483,NEW BRIGHTON2483,NTH
NEW CHUM,4303,NEW CHUM4303,BRI
NEW FARM,4005,NEW FARM4005,BRI
NEW GISBORNE,3438,NEW GISBORNE3438,MEL
NEW LAMBTON,2305,NEW LAMBTON2305,NEW
NEW LAMBTON HEIGHTS,2305,NEW LAMBTON HEIGHTS2305,NEW
NEW NORFOLK,7140,NEW NORFOLK7140,TAS
NEW PORT,5015,NEW PORT5015,ADL
NEW TOWN,7008,NEW TOWN7008,TAS
NEWCASTLE,2300,NEWCASTLE2300,NEW
NEWCASTLE EAST,2300,NEWCASTLE EAST2300,NEW
NEWCASTLE UNIVERSITY,2308,NEWCASTLE UNIVERSITY2308,NEW
NEWCASTLE WEST,2302,NEWCASTLE WEST2302,NEW
NEWCOMB,3219,NEWCOMB3219,GEE
NEWELL,4873,NEWELL4873,CNS
NEWINGTON,3350,NEWINGTON3350,GEE
NEWMARKET,4051,NEWMARKET4051,BRI
NEWNHAM,7248,NEWNHAM7248,LAU
NEWPORT,3015,NEWPORT3015,MEL
NEWPORT,4020,NEWPORT4020,BRI
NEWRYBAR,2479,NEWRYBAR2479,NTH
NEWSTEAD,4006,NEWSTEAD4006,BRI
NEWSTEAD,7250,NEWSTEAD7250,LAU
NEWTON,5074,NEWTON5074,ADL
NEWTOWN,3220,NEWTOWN3220,GEE
NEWTOWN,4305,NEWTOWN4305,BRI
NEWTOWN,4350,NEWTOWN4350,TOO
NGUNNAWAL,2913,NGUNNAWAL2913,CBR
NIAGARA PARK,2250,NIAGARA PARK2250,CCT
NICHOLLS,2913,NICHOLLS2913,CBR
NIDDRIE,3042,NIDDRIE3042,MEL
NIKENBAH,4655,NIKENBAH4655,MYB
NINDERRY,4561,NINDERRY4561,SUN
NINGI,4511,NINGI4511,BRI
NIRIMBA,4551,NIRIMBA4551,SUN
NOARLUNGA CENTRE,5168,NOARLUNGA CENTRE5168,ADL
NOARLUNGA DOWNS,5168,NOARLUNGA DOWNS5168,ADL
NOBBY,4360,NOBBY4360,TOO
NOBBY BEACH,4218,NOBBY BEACH4218,GLD
NOBLE PARK,3174,NOBLE PARK3174,MEL
NOBLE PARK EAST,3174,NOBLE PARK EAST3174,MEL
NOBLE PARK NORTH,3174,NOBLE PARK NORTH3174,MEL
NOLLAMARA,6061,NOLLAMARA6061,PER
NOME,4816,NOME4816,TVL
NOORLAH,4740,NOORLAH4740,MKY
NOOSA HEADS,4567,NOOSA HEADS4567,SUN
NOOSAVILLE,4566,NOOSAVILLE4566,SUN
NOOSAVILLE BC,4566,NOOSAVILLE BC4566,SUN
NOOSAVILLE DC,4566,NOOSAVILLE DC4566,SUN
NORAH HEAD,2263,NORAH HEAD2263,CCT
NORANDA,6062,NORANDA6062,PER
NORAVILLE,2263,NORAVILLE2263,CCT
NORDS WHARF,2281,NORDS WHARF2281,NEW
NORLANE,3214,NORLANE3214,GEE
NORMAN GARDENS,4701,NORMAN GARDENS4701,CAP
NORMAN PARK,4170,NORMAN PARK4170,BRI
NORMANBY,4059,NORMANBY4059,BRI
NORTH ADELAIDE,5006,NORTH ADELAIDE5006,ADL
NORTH ADELAIDE MELBOURNE ST,5006,NORTH ADELAIDE MELBOURNE ST5006,ADL
NORTH ALBURY,2640,NORTH ALBURY2640,ALB
NORTH ARM,4561,NORTH ARM4561,SUN
NORTH AVOCA,2260,NORTH AVOCA2260,CCT
NORTH BEACH,6020,NORTH BEACH6020,PER
NORTH BEACH,6920,NORTH BEACH6920,PER
NORTH BENDIGO,3550,NORTH BENDIGO3550,BEN
NORTH BOAMBEE VALLEY,2450,NORTH BOAMBEE VALLEY2450,CFS
NORTH BOOVAL,4304,NORTH BOOVAL4304,BRI
NORTH BRIGHTON,5048,NORTH BRIGHTON5048,ADL
NORTH CAIRNS,4870,NORTH CAIRNS4870,CNS
NORTH COOGEE,6163,NORTH COOGEE6163,PER
NORTH FREMANTLE,6159,NORTH FREMANTLE6159,PER
NORTH GEELONG,3215,NORTH GEELONG3215,GEE
NORTH GOSFORD,2250,NORTH GOSFORD2250,CCT
NORTH HAVEN,2443,NORTH HAVEN2443,PQQ
NORTH HAVEN,5018,NORTH HAVEN5018,ADL
NORTH HOBART,7000,NORTH HOBART7000,TAS
NORTH HOBART,7002,NORTH HOBART7002,TAS
